Date,Open,Close,High,Low,Upper,Lower
2019-11-06 14:15:00,3075.84,3075.55,3075.84,3075.54,3076.4875420025523,3074.5132579974493
2019-11-06 14:16:00,3075.53,3075.63,3075.68,3075.51,3076.3946288035586,3074.7165711964435
2019-11-06 14:17:00,3075.73,3075.53,3075.85,3075.53,3076.3439451791733,3074.836054820829
2019-11-06 14:18:00,3075.51,3075.39,3075.55,3075.33,3076.2950389154303,3074.9337610845723
2019-11-06 14:19:00,3075.38,3075.49,3075.66,3075.32,3076.2293376401462,3075.0570623598564
2019-11-06 14:20:00,3075.49,3075.93,3075.93,3075.49,3076.229918801047,3075.121281198955
2019-11-06 14:21:00,3075.97,3075.13,3076.07,3075.13,3076.2286602330496,3075.123339766953
2019-11-06 14:22:00,3075.15,3074.49,3075.16,3074.49,3076.3327538646377,3074.9016461353654
2019-11-06 14:23:00,3074.49,3073.97,3074.51,3073.92,3076.5124750658924,3074.5763249341107
2019-11-06 14:24:00,3073.97,3074.8,3074.8,3073.69,3076.496185248139,3074.501414751864
2019-11-06 14:25:00,3074.85,3075.21,3075.3,3074.85,3076.4097845543615,3074.5046154456427
2019-11-06 14:26:00,3075.2,3075.13,3075.27,3075.11,3076.346786562921,3074.493213437084
2019-11-06 14:27:00,3075.13,3075.07,3075.14,3074.97,3076.3294646261725,3074.4649353738328
2019-11-06 14:28:00,3075.07,3074.84,3075.09,3074.72,3076.3279819749728,3074.413618025032
2019-11-06 14:29:00,3074.86,3074.83,3074.9,3074.67,3076.304394166932,3074.3660058330734
2019-11-06 14:30:00,3074.87,3075.2,3075.39,3074.86,3076.2946176945716,3074.3557823054334
2019-11-06 14:31:00,3075.18,3075.27,3075.34,3075.18,3076.279854642409,3074.3489453575967
2019-11-06 14:32:00,3075.23,3074.73,3075.23,3074.67,3076.234030209528,3074.3043697904777
2019-11-06 14:33:00,3074.75,3074.57,3074.85,3074.57,3076.1389034405056,3074.273896559501
2019-11-06 14:34:00,3074.52,3074.46,3074.69,3074.45,3076.1016462067796,3074.2063537932268
2019-11-06 14:35:00,3074.5,3074.32,3074.66,3074.32,3076.09806324924,3074.1147367507674
2019-11-06 14:36:00,3074.32,3074.37,3074.52,3074.22,3076.0796051825037,3074.041994817504
2019-11-06 14:37:00,3074.37,3073.9,3074.43,3073.88,3076.1238329505522,3073.891367049455
2019-11-06 14:38:00,3073.96,3074.33,3074.39,3073.85,3076.0866321493286,3073.8333678506788
2019-11-06 14:39:00,3074.31,3074.25,3074.31,3074.14,3075.991517880091,3073.799682119916
2019-11-06 14:40:00,3074.24,3074.55,3074.55,3074.17,3075.9246662592054,3073.7865337408016
2019-11-06 14:41:00,3074.56,3074.29,3074.69,3074.25,3075.8432972677892,3073.7607027322165
2019-11-06 14:42:00,3074.29,3074.9,3074.9,3074.29,3075.774258771031,3073.7793412289748
2019-11-06 14:43:00,3074.88,3075.19,3075.2,3074.88,3075.748822448675,3073.788777551331
2019-11-06 14:44:00,3075.2,3074.9,3075.43,3074.74,3075.680242244985,3073.81015775502
2019-11-06 14:45:00,3074.91,3074.97,3075.1,3074.72,3075.50843832238,3073.9051616776255
2019-11-06 14:46:00,3074.95,3074.83,3074.96,3074.66,3075.4788306115893,3073.9107693884166
2019-11-06 14:47:00,3074.81,3074.78,3074.97,3074.77,3075.4863760679495,3073.926423932055
2019-11-06 14:48:00,3074.82,3074.7,3074.91,3074.7,3075.4528419395892,3074.0183580604153
2019-11-06 14:49:00,3074.73,3075.0,3075.05,3074.72,3075.4682580802273,3074.018941919777
2019-11-06 14:50:00,3074.96,3075.06,3075.1,3074.91,3075.448521467701,3074.0266785323024
2019-11-06 14:51:00,3075.07,3075.24,3075.33,3074.87,3075.464311105576,3074.019688894428
2019-11-06 14:52:00,3075.27,3075.23,3075.41,3075.14,3075.485504244032,3074.0112957559704
2019-11-06 14:53:00,3075.25,3075.03,3075.29,3074.96,3075.500916102594,3074.011083897409
2019-11-06 14:54:00,3075.09,3074.96,3075.19,3074.87,3075.5100729308574,3074.012327069146
2019-11-06 14:55:00,3074.97,3074.8,3075.05,3074.78,3075.4717700240894,3074.018629975915
2019-11-06 14:56:00,3074.82,3074.96,3075.1,3074.82,3075.432121575938,3074.0334784240663
2019-11-06 14:57:00,3074.94,3075.12,3075.12,3074.94,3075.4646560063075,3074.032143993697
2019-11-06 14:58:00,3075.12,3075.19,3075.2,3075.03,3075.506451207457,3074.039948792547
2019-11-06 14:59:00,3075.18,3075.22,3075.26,3075.03,3075.545711402173,3074.0614885978302
2019-11-06 15:00:00,3075.25,3074.57,3075.25,3074.57,3075.535007882709,3074.0921921172944
2019-11-06 15:01:00,3074.55,3074.49,3074.7,3074.3,3075.529026015028,3074.1077739849757
2019-11-06 15:02:00,3074.48,3074.24,3074.56,3074.21,3075.4796109942718,3074.1843890057335
2019-11-06 15:03:00,3074.27,3074.46,3074.47,3074.16,3075.469932697565,3074.20446730244
2019-11-06 15:04:00,3074.45,3074.28,3074.45,3074.25,3075.466589992413,3074.2102100075917
2019-11-06 15:05:00,3074.28,3074.38,3074.51,3074.22,3075.4762621853615,3074.186937814644
2019-11-06 15:06:00,3074.37,3074.2,3074.39,3073.89,3075.4861286600926,3074.169871339913
2019-11-06 15:07:00,3074.2,3074.24,3074.32,3074.2,3075.4994462103055,3074.1037537897014
2019-11-06 15:08:00,3074.25,3073.74,3074.33,3073.74,3075.5408845580932,3073.9463154419136
2019-11-06 15:09:00,3073.76,3074.24,3074.25,3073.76,3075.5363157833763,3073.898084216631
2019-11-06 15:10:00,3074.26,3074.98,3075.09,3074.25,3075.5372397582123,3073.897960241795
2019-11-06 15:11:00,3074.96,3075.62,3075.63,3074.96,3075.6443335095437,3073.854066490463
2019-11-06 15:12:00,3075.63,3075.38,3075.8,3075.38,3075.703266664228,3073.8431333357794
2019-11-06 15:13:00,3075.38,3075.7,3075.7,3075.27,3075.8135119512967,3073.8128880487106
2019-11-06 15:14:00,3075.72,3075.4,3075.74,3075.29,3075.8544466369476,3073.803953363059
2019-11-06 15:15:00,3075.41,3075.67,3075.67,3075.39,3075.929516353582,3073.777683646425
2019-11-06 15:16:00,3075.65,3075.37,3075.66,3075.26,3075.9437165866116,3073.7738834133947
2019-11-06 15:17:00,3075.38,3075.66,3075.72,3075.38,3075.998422974301,3073.753577025706
2019-11-06 15:18:00,3075.68,3075.77,3075.88,3075.68,3076.0826454536273,3073.72855454638
2019-11-06 15:19:00,3075.76,3075.85,3075.85,3075.62,3076.177448626519,3073.704951373488
2019-11-06 15:20:00,3075.85,3076.48,3076.48,3075.82,3076.387103255443,3073.6296967445637
2019-11-06 15:21:00,3076.53,3076.43,3076.54,3076.13,3076.55812275674,3073.5762772432654
2019-11-06 15:22:00,3076.41,3075.97,3076.41,3075.74,3076.635283005109,3073.5671169948964
2019-11-06 15:23:00,3075.96,3076.4,3076.41,3075.95,3076.7693168476503,3073.5298831523546
2019-11-06 15:24:00,3076.4,3075.87,3076.4,3075.86,3076.8206945261277,3073.530505473877
2019-11-06 15:25:00,3075.87,3075.91,3076.01,3075.82,3076.879391100012,3073.579008899992
2019-11-06 15:26:00,3075.9,3075.57,3075.92,3075.57,3076.8983282476656,3073.6464717523386
2019-11-06 15:27:00,3075.56,3075.75,3075.75,3075.35,3076.9103985969887,3073.7552014030152
2019-11-06 15:28:00,3075.77,3075.38,3075.8,3075.38,3076.904716499342,3073.8344835006615
2019-11-06 15:29:00,3075.38,3075.27,3075.38,3075.17,3076.876793494995,3073.9416065050095
2019-11-06 15:30:00,3075.29,3074.55,3075.3,3074.49,3076.865183678219,3073.966816321785
2019-11-06 15:31:00,3074.54,3074.14,3074.8,3074.14,3076.8713480348874,3073.955851965117
2019-11-06 15:32:00,3074.1,3073.94,3074.1,3073.87,3076.9038614064198,3073.899338593584
2019-11-06 15:33:00,3073.94,3074.1,3074.11,3073.8,3076.8575732146574,3073.9744267853466
2019-11-06 15:34:00,3074.11,3074.08,3074.21,3073.96,3076.874164554131,3073.9450354458727
2019-11-06 15:35:00,3074.1,3074.5,3074.5,3074.02,3076.8905830998974,3073.8902169001067
2019-11-06 15:36:00,3074.53,3074.42,3074.63,3074.31,3076.8880743943087,3073.796725605696
2019-11-06 15:37:00,3074.38,3075.19,3075.19,3074.34,3076.881572122805,3073.7880278771995
2019-11-06 15:38:00,3075.21,3075.51,3075.54,3075.17,3076.868352382652,3073.786047617352
2019-11-06 15:39:00,3075.51,3075.28,3075.51,3075.2,3076.8633551150356,3073.781444884969
2019-11-06 15:40:00,3075.24,3074.48,3075.31,3074.48,3076.8442703989635,3073.7053296010404
2019-11-06 15:41:00,3074.46,3073.98,3074.52,3073.96,3076.870945743113,3073.5674542568913
2019-11-06 15:42:00,3074.01,3073.94,3074.2,3073.9,3076.867631104587,3073.4331688954176
2019-11-06 15:43:00,3073.93,3074.29,3074.33,3073.89,3076.821424648197,3073.3609753518062
2019-11-06 15:44:00,3074.27,3073.96,3074.28,3073.93,3076.7726342436135,3073.2585657563895
2019-11-06 15:45:00,3073.88,3074.02,3074.03,3073.57,3076.60676128425,3073.2276387157544
2019-11-06 15:46:00,3074.04,3074.08,3074.19,3074.01,3076.42107066641,3073.2253293335953
2019-11-06 15:47:00,3074.07,3073.96,3074.18,3073.94,3076.3020468267005,3073.183553173305
2019-11-06 15:48:00,3073.93,3074.37,3074.49,3073.85,3076.064889943874,3073.2583100561314
2019-11-06 15:49:00,3074.37,3074.73,3074.73,3074.12,3075.9267122745205,3073.305287725485
2019-11-06 15:50:00,3075.21,3075.61,3075.83,3075.21,3075.8700831989163,3073.337916801089
2019-11-06 15:51:00,3075.64,3075.25,3075.71,3075.25,3075.822585669308,3073.3598143306963
2019-11-06 15:52:00,3075.3,3074.74,3075.56,3074.74,3075.686316328921,3073.4152836710846
2019-11-06 15:53:00,3074.74,3075.66,3075.66,3074.74,3075.736450225955,3073.38754977405
2019-11-06 15:54:00,3075.77,3075.69,3075.77,3075.13,3075.8062678542615,3073.3513321457435
2019-11-06 15:55:00,3076.0,3075.99,3076.07,3075.7,3075.9871884117224,3073.285611588283
2019-11-06 15:56:00,3076.0,3076.22,3076.37,3075.75,3076.1936022613872,3073.245597738618
2019-11-06 15:57:00,3076.15,3075.49,3076.15,3075.2,3076.249349751572,3073.313850248433
2019-11-06 15:58:00,3075.49,3075.54,3075.98,3075.49,3076.3085186629305,3073.369881337074
2019-11-06 15:59:00,3075.69,3076.75,3076.79,3075.55,3076.565825093408,3073.3261749065964
2019-11-06 16:00:00,3076.74,3076.73,3076.74,3076.72,3076.7924622645937,3073.2779377354104
